protocol,file,application_flow_count,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,throughput_bps,throughput_mbps,pdr_percent,loss_percent,avg_delay_s,avg_delay_ms,avg_jitter_s,avg_jitter_ms
AODV,final1000_AODV_145.xml,2,29298,5344,22626,15820920,2885760,329801.14285714284,0.32980114285714285,18.240152911461532,81.75984708853846,0.1570067365269461,157.0067365269461,0.001602114520958084,1.602114520958084
AODV,final1000_AODV_146.xml,2,29298,0,26792,15820920,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AODV,final1000_AODV_147.xml,2,29298,12087,17210,15820920,6526980,745940.5714285715,0.7459405714285715,41.25537579356953,58.74462420643047,0.08153032183337469,81.53032183337469,0.0020632580458343677,2.0632580458343677
AODV,final1000_AODV_148.xml,2,29298,4350,24049,15820920,2349000,268457.14285714284,0.26845714285714284,14.847429858693426,85.15257014130657,0.0827139540229885,82.7139540229885,0.002147674712643678,2.147674712643678
AODV,final1000_AODV_149.xml,2,29298,13013,16144,15820920,7027020,803088.0,0.803088,44.416001092224725,55.58399890777528,0.0010845231691385536,1.0845231691385537,0.00020169599631138094,0.20169599631138094
AODV,final1000_AODV_15.xml,2,29298,12735,14793,15820920,6876900,785931.4285714285,0.7859314285714285,43.46713086217489,56.5328691378251,0.02354186886533176,23.54186886533176,0.0011474016489988223,1.1474016489988224
AODV,final1000_AODV_150.xml,2,29298,6902,21757,15820920,3727080,425952.0,0.425952,23.557922042460238,76.44207795753977,0.008848145465082584,8.848145465082583,0.001178146913937989,1.178146913937989
AODV,final1000_AODV_151.xml,2,29298,10720,18379,15820920,5788800,661577.1428571428,0.6615771428571429,36.58952829544679,63.41047170455322,0.000974990671641791,0.974990671641791,0.00014801212686567163,0.14801212686567164
AODV,final1000_AODV_152.xml,2,29298,12562,15642,15820920,6783480,775254.8571428572,0.7752548571428571,42.87664687009352,57.12335312990648,0.1671133577455819,167.11335774558188,0.0043743273364113995,4.374327336411399
AODV,final1000_AODV_153.xml,2,29298,1620,27011,15820920,874800,99977.14285714286,0.09997714285714286,5.529387671513414,94.47061232848658,0.10668018518518518,106.68018518518518,0.0037600308641975314,3.7600308641975313
AODV,final1000_AODV_154.xml,2,29298,3577,25657,15820920,1931580,220752.0,0.220752,12.209024506792272,87.79097549320772,0.10969918926474699,109.69918926474699,0.002331839530332681,2.331839530332681
